"","X","start.time","end.time","category","Nth.instance","X..descriptors","Offensive.Team","Position","Location","Tactic","Type","Hand","Result","Defense","Save.Diff","Shot.Diff","Athlete","x","y","xj","yj","distance","angle","Goal"
"1252",1252,"03:30:44:36","03:30:54:36","Shot",1252,11,"Pacific",32,"Location 1","Perimeter","Skip","Right","New Clock","Blocker at Distance",3,3,11,0,5.5,-0.188053196,5.624118911,5.5,0,"Not Goal"
"1253",1253,"03:30:54:56","03:31:04:56","Shot",1253,10,"Long Beach",16,"Location 1","First Wave","Skip","Right","Miss","Pressured",1,2,NA,2,3.5,1.978245985,3.800956119,4.031128874,0.519146114,"Not Goal"
"1254",1254,"03:31:04:76","03:31:14:76","Shot",1254,11,"Pacific",52,"Location 4","Perimeter","Normal","Left","Save","Uncontested",2,3,12,-3,2.5,-3.457682746,2.858964021,3.905124838,-0.876058051,"Not Goal"
"1255",1255,"03:31:14:96","03:31:24:96","Shot",1255,10,"Long Beach",32,"Location 4","Perimeter","Normal","Right","Goal","Field Blocker",2,4,NA,0,5.5,-0.020586102,5.285137665,5.5,0,"Goal"
"1256",1256,"03:31:25:16","03:31:35:16","Shot",1256,11,"Pacific",61,"Location 3","6 on 5","Normal","Right","Goal","Pressured",4,2,3,1,2.5,0.860717683,2.059237095,2.692582404,0.380506377,"Goal"
"1257",1257,"03:31:35:36","03:31:45:36","Shot",1257,10,"Long Beach",23,"Location 2","Perimeter","Skip","Right","Goal","Pressured",4,3,NA,2,5.5,2.213190156,5.527667189,5.852349955,0.348771004,"Goal"
"1258",1258,"03:31:45:56","03:31:55:56","Shot",1258,11,"Pacific",65,"Location 3","Post up","Normal","Right","Goal","Contested",3,3,20,0,3.5,-0.49380746,3.009295595,3.5,0,"Goal"
"1259",1259,"03:31:55:76","03:32:05:76","Shot",1259,11,"Pacific",51,"Location 4","6 on 5","Normal","Left","Save","Field Blocker",3,3,12,-2,2.5,-1.730447679,2.38475616,3.201562119,-0.674740942,"Not Goal"
"1260",1260,"03:32:05:97","03:32:15:97","Shot",1260,10,"Long Beach",13,"Location 5","Perimeter","Lob","Right","Save","Contested",2,3,NA,2,2.5,1.964859172,2.740680859,3.201562119,0.674740942,"Not Goal"
"1261",1261,"03:32:16:17","03:32:26:17","Shot",1261,11,"Pacific",12,"Location 1","Perimeter","Skip","Right","Save","Field Blocker",3,3,10,3,2.5,2.740240558,2.511866941,3.905124838,0.876058051,"Not Goal"
"1262",1262,"03:32:26:37","03:32:36:37","Shot",1262,10,"Long Beach",65,"Location 3","Transition","Backhand","Right","Save","Contested",3,3,NA,0,3.5,0.434403577,3.10926548,3.5,0,"Not Goal"
"1263",1263,"03:32:36:57","03:32:46:57","Shot",1263,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",3,3,11,0,5.5,0.221318699,5.17490705,5.5,0,"Goal"
"1264",1264,"03:32:46:77","03:32:56:77","Shot",1264,10,"Long Beach",19,"Location 5","Individual","Skip","Right","Save","Pressured",3,3,NA,2,4.5,1.840601285,4.085871245,4.924428901,0.41822433,"Not Goal"
"1265",1265,"03:32:56:97","03:33:06:97","Shot",1265,10,"Long Beach",32,"Location 5","6 on 5","Normal","Right","Save","Field Blocker",3,3,NA,0,5.5,0.072797187,5.330640889,5.5,0,"Not Goal"
"1266",1266,"03:33:07:17","03:33:17:17","Shot",1266,10,"Long Beach",23,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,4,NA,2,5.5,1.820966416,5.91328005,5.852349955,0.348771004,"Not Goal"
"1267",1267,"03:33:17:37","03:33:27:37","Shot",1267,11,"Pacific",19,"Location 4","6 on 5","Normal","Right","Goal","Blocker at Distance",3,3,20,2,4.5,1.923100611,4.397325056,4.924428901,0.41822433,"Goal"
"1268",1268,"03:33:27:57","03:33:37:57","Shot",1268,10,"Long Beach",38,"Location 4","Perimeter","Normal","Right","Goal","Contested",2,4,NA,0,7.5,-0.083448241,7.599534624,7.5,0,"Goal"
"1269",1269,"03:33:37:77","03:33:47:77","Shot",1269,11,"Pacific",32,"Location 4","Perimeter","Normal","Right","Miss","Field Blocker",1,3,16,0,5.5,0.495187982,5.627178596,5.5,0,"Not Goal"
"1270",1270,"03:33:47:97","03:33:57:97","Shot",1270,11,"Pacific",33,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,3,11,-1,5.5,-0.763880205,5.3627927,5.590169944,-0.1798535,"Not Goal"
"1271",1271,"03:33:58:17","03:34:08:17","Shot",1271,10,"Long Beach",41,"Location 4","Perimeter","Skip","Right","Save","Contested",2,4,NA,-2,5.5,-2.324036441,5.002718648,5.852349955,-0.348771004,"Not Goal"
"1272",1272,"03:34:08:37","03:34:18:37","Shot",1272,10,"Long Beach",12,"Location 1","Transition","Skip","Right","Save","Pressured",2,3,NA,3,2.5,3.393434538,2.361484926,3.905124838,0.876058051,"Not Goal"
"1273",1273,"03:34:18:58","03:34:28:58","Shot",1273,10,"Long Beach",23,"Location 2","Perimeter","Normal","Right","Field Block","Contested",1,4,NA,2,5.5,1.85781544,5.632079344,5.852349955,0.348771004,"Not Goal"
"1274",1274,"03:34:28:78","03:34:38:78","Shot",1274,10,"Long Beach",68,"Location 2","6 on 4","Skip","Right","Goal","Blocker at Distance",4,2,NA,0,4.5,0.210749457,4.418373297,4.5,0,"Goal"
"1275",1275,"03:34:38:98","03:34:48:98","Shot",1275,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Miss","Contested",1,3,10,0,5.5,0.414170254,5.949290812,5.5,0,"Not Goal"
"1276",1276,"03:34:49:18","03:34:59:18","Shot",1276,10,"Long Beach",32,"Location 2","Perimeter","Normal","Right","Save","Field Blocker",2,4,NA,0,5.5,0.370666742,5.85703218,5.5,0,"Not Goal"
"1277",1277,"03:34:59:38","03:35:09:38","Shot",1277,11,"Pacific",32,"Location 2","Direct","Lob","Right","Miss","Field Blocker",1,3,10,0,5.5,-0.272809168,5.847927963,5.5,0,"Not Goal"
"1278",1278,"03:35:09:58","03:35:19:58","Shot",1278,11,"Pacific",54,"Location 4","Perimeter","Normal","Left","Goal","Field Blocker",2,3,12,-2,3.5,-2.285515355,3.367678147,4.031128874,-0.519146114,"Goal"
"1279",1279,"03:35:19:78","03:35:29:78","Shot",1279,10,"Long Beach",32,"Location 6","Penalty","Skip","Right","Goal","Other",5,1,NA,0,5.5,-0.237521029,5.999934319,5.5,0,"Goal"
"1280",1280,"03:35:29:98","03:35:39:98","Shot",1280,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Miss","Field Blocker",1,3,10,0,5.5,0.043134219,5.889631048,5.5,0,"Not Goal"
"1281",1281,"03:35:40:18","03:35:50:18","Shot",1281,10,"Long Beach",52,"Location 1","Perimeter","Normal","Right","Goal","Contested",2,4,NA,-3,2.5,-3.13746327,2.489963181,3.905124838,-0.876058051,"Goal"
"1282",1282,"03:35:50:38","03:36:00:38","Shot",1282,11,"Pacific",67,"Location 4","Post up","Lob","Right","Miss","Contested",1,4,16,1,4.5,1.49839459,4.295215894,4.609772229,0.218668946,"Not Goal"
"1283",1283,"03:36:00:58","03:36:10:58","Shot",1283,10,"Long Beach",51,"Location 4","Transition","Normal","Right","Goal","Contested",2,3,NA,-2,2.5,-1.952310042,2.074433151,3.201562119,-0.674740942,"Goal"
"1284",1284,"03:36:10:78","03:36:20:78","Shot",1284,11,"Pacific",19,"Location 4","6 on 5","Lob","Right","Miss","Field Blocker",1,3,10,2,4.5,1.826655556,4.029722511,4.924428901,0.41822433,"Not Goal"
"1285",1285,"03:36:20:98","03:36:30:98","Shot",1285,10,"Long Beach",68,"Location 2","Center","Backhand","Right","Field Block","Contested",1,3,NA,0,4.5,-0.215000218,4.318312907,4.5,0,"Not Goal"
"1286",1286,"03:36:31:19","03:36:41:19","Shot",1286,11,"Pacific",4,"Location 2","6 on 5","Normal","Right","Goal","Pressured",5,2,3,1,1,0.579604512,1.085512854,1.414213562,0.785398163,"Goal"
"1287",1287,"03:36:41:39","03:36:51:39","Shot",1287,11,"Pacific",61,"Location 2","Transition","Normal","Right","Save","Pressured",4,2,3,1,2.5,1.001775824,2.042528933,2.692582404,0.380506377,"Not Goal"
"1288",1288,"03:36:51:59","03:37:01:59","Shot",1288,11,"Pacific",55,"Location 4","Transition","Normal","Left","Save","Pressured",2,4,12,-3,3.5,-3.18614413,3.914357592,4.609772229,-0.708626272,"Not Goal"
"1289",1289,"03:37:01:79","03:37:11:79","Shot",1289,10,"Long Beach",63,"Location 5","Quick","Skip","Right","Goal","Field Blocker",4,2,NA,-1,2.5,-0.617867414,2.220996164,2.692582404,-0.380506377,"Goal"
"1290",1290,"03:37:11:99","03:37:21:99","Shot",1290,11,"Pacific",51,"Location 5","6 on 5","Skip","Left","Save","Contested",3,3,12,-2,2.5,-2.476435096,2.039665648,3.201562119,-0.674740942,"Not Goal"
"1291",1291,"03:37:22:19","03:37:32:19","Shot",1291,11,"Pacific",19,"Location 2","Quick","Skip","Right","Save","Field Blocker",3,3,20,2,4.5,2.258265799,4.363698445,4.924428901,0.41822433,"Not Goal"
"1292",1292,"03:37:32:39","03:37:42:39","Shot",1292,10,"Long Beach",32,"Location 2","Penalty","Skip","Right","Goal","Other",5,1,NA,0,5.5,0.154886435,5.305177433,5.5,0,"Goal"
"1293",1293,"03:37:42:59","03:37:52:59","Shot",1293,11,"Pacific",66,"Location 5","Center","Normal","Right","Save","Contested",3,3,3,-1,3.5,-1.463723576,3.599815314,3.640054945,-0.278299659,"Not Goal"
"1294",1294,"03:37:52:79","03:38:02:79","Shot",1294,10,"UCLA",13,"Location 1","Second Wave","Normal","Right","Goal","Field Blocker",4,2,NA,2,2.5,2.493967856,2.775788787,3.201562119,0.674740942,"Goal"
"1295",1295,"03:38:02:99","03:38:12:99","Shot",1295,10,"UCLA",32,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,3,NA,0,5.5,-0.166026964,5.757697112,5.5,0,"Not Goal"
"1296",1296,"03:38:13:19","03:38:23:19","Shot",1296,10,"Pacific",41,"Location 2","Perimeter","Lob","Left","Save","Blocker at Distance",2,4,12,-2,5.5,-2.438660719,5.523028652,5.852349955,-0.348771004,"Not Goal"
"1297",1297,"03:38:23:39","03:38:33:39","Shot",1297,10,"UCLA",23,"Location 4","Transition","Normal","Right","Field Block","Blocker at Distance",1,4,NA,2,5.5,1.803912777,5.338843842,5.852349955,0.348771004,"Not Goal"
"1298",1298,"03:38:33:59","03:38:43:59","Shot",1298,11,"Pacific",16,"Location 2","Drive","Backhand","Right","Miss","Contested",1,4,10,2,3.5,1.545067982,3.919518085,4.031128874,0.519146114,"Not Goal"
"1299",1299,"03:38:43:79","03:38:53:79","Shot",1299,17,"UCLA",51,"Location 5","Transition","Skip","Left","Miss","Field Blocker",1,3,NA,-2,2.5,-1.733195939,2.206233363,3.201562119,-0.674740942,"Not Goal"
"1300",1300,"03:38:53:99","03:39:03:99","Shot",1300,11,"Pacific",41,"Location 2","6 on 5","Normal","Right","New Clock","Field Blocker",3,3,11,-2,5.5,-2.210771828,5.415614246,5.852349955,-0.348771004,"Not Goal"
"1301",1301,"03:39:04:19","03:39:14:19","Shot",1301,11,"Pacific",41,"Location 3","6 on 5","Normal","Left","Save","Field Blocker",1,4,12,-2,5.5,-1.78963974,5.302904785,5.852349955,-0.348771004,"Not Goal"
"1302",1302,"03:39:14:39","03:39:24:39","Shot",1302,10,"UCLA",58,"Location 2","Perimeter","Lob","Right","Miss","Field Blocker",1,4,NA,-3,4.5,-2.934467324,4.118846441,5.408326913,-0.588002604,"Not Goal"
"1303",1303,"03:39:24:59","03:39:34:59","Shot",1303,11,"Pacific",41,"Location 2","Perimeter","Normal","Right","Miss","Blocker at Distance",1,4,16,-2,5.5,-1.669540179,5.771042724,5.852349955,-0.348771004,"Not Goal"
"1304",1304,"03:39:34:80","03:39:44:80","Shot",1304,10,"UCLA",13,"Location 4","Second Wave","Normal","Right","Goal","Field Blocker",4,2,NA,2,2.5,2.262389421,2.26080634,3.201562119,0.674740942,"Goal"
"1305",1305,"03:39:45:00","03:39:55:00","Shot",1305,10,"UCLA",33,"Location 2","Perimeter","Normal","Right","Field Block","Contested",1,4,NA,-1,5.5,-1.44056682,5.562217408,5.590169944,-0.1798535,"Not Goal"
"1306",1306,"03:39:55:20","03:40:05:20","Shot",1306,11,"Pacific",48,"Location 2","Shot Clock","Lob","Right","Save","Uncontested",1,5,8,-3,7.5,-2.829492643,7.303290103,8.077747211,-0.380506377,"Not Goal"
"1307",1307,"03:40:05:40","03:40:15:40","Shot",1307,10,"UCLA",32,"Location 5","Transition","Normal","Right","Field Block","Blocker at Distance",1,3,NA,0,5.5,0.029137605,5.384701797,5.5,0,"Not Goal"
"1308",1308,"03:40:15:60","03:40:25:60","Shot",1308,11,"Pacific",41,"Location 4","6 on 5","Normal","Right","Field Block","Field Blocker",1,4,20,-2,5.5,-1.995163474,5.252972201,5.852349955,-0.348771004,"Not Goal"
"1309",1309,"03:40:25:80","03:40:35:80","Shot",1309,10,"UCLA",63,"Location 3","Center","Backhand","Right","Save","Contested",4,2,NA,-1,2.5,-1.25626809,2.255676328,2.692582404,-0.380506377,"Not Goal"
"1310",1310,"03:40:36:00","03:40:46:00","Shot",1310,11,"Pacific",66,"Location 4","Center","Normal","Right","Miss","Contested",1,3,3,-1,3.5,-0.568669842,3.745739062,3.640054945,-0.278299659,"Not Goal"
"1311",1311,"03:40:46:20","03:40:56:20","Shot",1311,10,"UCLA",13,"Location 4","Transition","Lob","Right","Miss","Uncontested",1,1,NA,2,2.5,1.555018135,2.741389853,3.201562119,0.674740942,"Not Goal"
"1312",1312,"03:40:56:40","03:41:06:40","Shot",1312,10,"UCLA",62,"Location 3","Center","Normal","Right","Miss","Field Blocker",1,2,NA,0,2.5,0.362200993,2.739543929,2.5,0,"Not Goal"
"1313",1313,"03:41:06:60","03:41:16:60","Shot",1313,10,"UCLA",61,"Location 2","First Wave","Backhand","Right","Goal","Uncontested",5,1,NA,1,2.5,0.602251049,2.960797989,2.692582404,0.380506377,"Goal"
"1314",1314,"03:41:16:80","03:41:24:05","Shot",1314,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Miss","Field Blocker",1,4,11,0,5.5,0.418297863,5.670246661,5.5,0,"Not Goal"
"1315",1315,"03:41:24:05","03:41:31:31","Shot",1315,11,"Pacific",51,"Location 5","6 on 5","Normal","Left","Field Block","Field Blocker",1,3,12,-2,2.5,-1.760839984,2.245941947,3.201562119,-0.674740942,"Not Goal"
"1316",1316,"03:41:31:51","03:41:41:51","Shot",1316,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",3,3,11,0,5.5,-0.141732757,5.190639791,5.5,0,"Goal"
"1317",1317,"03:41:41:71","03:41:51:71","Shot",1317,10,"UCLA",23,"Location 2","Perimeter","Skip","Right","Goal","Field Blocker",4,3,NA,2,5.5,1.576060805,5.246897786,5.852349955,0.348771004,"Goal"
"1318",1318,"03:41:51:91","03:42:01:91","Shot",1318,10,"UCLA",42,"Location 2","End Quarter","Skip","Left","Save","Pressured",2,4,NA,-3,5.5,-2.961283912,5.861707992,6.264982043,-0.499346722,"Not Goal"
"1319",1319,"03:42:02:11","03:42:12:11","Shot",1319,11,"Pacific",65,"Location 3","6 on 5","Normal","Right","Goal","Uncontested",4,2,3,0,3.5,-0.067065205,3.025719253,3.5,0,"Goal"
"1320",1320,"03:42:12:31","03:42:22:31","Shot",1320,10,"UCLA",31,"Location 4","Perimeter","Normal","Right","Goal","Field Blocker",3,3,NA,1,5.5,0.85010138,5.000382198,5.590169944,0.1798535,"Goal"
"1321",1321,"03:42:22:51","03:42:32:51","Shot",1321,10,"UCLA",51,"Location 1","First Wave","Skip","Left","Goal","Pressured",4,2,NA,-2,2.5,-2.151062334,2.403124005,3.201562119,-0.674740942,"Goal"
"1322",1322,"03:42:32:71","03:42:42:71","Shot",1322,10,"UCLA",23,"Location 4","Perimeter","Normal","Right","Goal","Field Blocker",2,4,NA,2,5.5,1.850973706,5.040658225,5.852349955,0.348771004,"Goal"
"1323",1323,"03:42:42:91","03:42:52:91","Shot",1323,19,"UCLA",31,"Location 2","Perimeter","Normal","Right","Goal","Field Blocker",2,4,NA,1,5.5,0.818817321,5.56699885,5.590169944,0.1798535,"Goal"
"1324",1324,"03:42:53:11","03:43:03:11","Shot",1324,10,"UCLA",51,"Location 5","Second Wave","Normal","Right","Save","Field Blocker",3,3,NA,-2,2.5,-2.187121542,2.325601551,3.201562119,-0.674740942,"Not Goal"
"1325",1325,"03:43:03:31","03:43:13:31","Shot",1325,10,"UCLA",62,"Location 5","Transition","Normal","Right","Field Block","Contested",1,2,NA,0,2.5,-0.492669331,2.649043604,2.5,0,"Not Goal"
"1326",1326,"03:43:13:51","03:43:23:51","Shot",1326,10,"UCLA",41,"Location 4","Perimeter","Skip","Right","Save","Field Blocker",2,4,NA,-2,5.5,-2.225110722,5.484268944,5.852349955,-0.348771004,"Not Goal"
"1327",1327,"03:43:23:71","03:43:33:71","Shot",1327,10,"UCLA",62,"Location 4","First Wave","Normal","Right","Goal","Uncontested",5,1,NA,0,2.5,-0.020946728,2.705014473,2.5,0,"Goal"
"1328",1328,"03:43:33:91","03:43:43:91","Shot",1328,10,"UCLA",31,"Location 1","Transition","Skip","Right","Goal","Blocker at Distance",3,3,NA,1,5.5,1.456734653,5.599308948,5.590169944,0.1798535,"Goal"
"1329",1329,"03:43:44:11","03:43:54:11","Shot",1329,10,"UCLA",33,"Location 5","Perimeter","Normal","Right","Goal","Field Blocker",2,4,NA,-1,5.5,-1.087271559,5.271342799,5.590169944,-0.1798535,"Goal"
"1330",1330,"03:43:54:31","03:44:04:31","Shot",1330,10,"UCLA",31,"Location 4","Perimeter","Normal","Right","Field Block","Field Blocker",1,4,NA,1,5.5,1.473154785,5.23350042,5.590169944,0.1798535,"Not Goal"
"1331",1331,"03:44:04:52","03:44:14:52","Shot",1331,10,"UCLA",33,"Location 2","Perimeter","Normal","Right","Save","Field Blocker",2,4,NA,-1,5.5,-0.786935584,5.21652587,5.590169944,-0.1798535,"Not Goal"
"1332",1332,"03:44:14:72","03:44:24:72","Shot",1332,11,"Pacific",55,"Location 6","Perimeter","Skip","Left","Save","Contested",1,4,12,-3,3.5,-2.558960916,3.128383126,4.609772229,-0.708626272,"Not Goal"
"1333",1333,"03:44:24:92","03:44:34:92","Shot",1333,10,"UCLA",23,"Location 4","Second Wave","Lob","Right","Save","Field Blocker",4,3,NA,2,5.5,1.586434712,5.268283888,5.852349955,0.348771004,"Not Goal"
"1334",1334,"03:44:35:12","03:44:45:12","Shot",1334,10,"UCLA",6,"Location 4","6 on 5","Normal","Right","Goal","Pressured",5,1,NA,-1,1,-0.667351694,1.010051293,1.414213562,-0.785398163,"Goal"
"1335",1335,"03:44:45:32","03:44:55:32","Shot",1335,10,"UCLA",31,"Location 2","Perimeter","Normal","Right","Goal","Blocker at Distance",4,3,NA,1,5.5,0.543320252,5.671676917,5.590169944,0.1798535,"Goal"
"1336",1336,"03:44:55:52","03:45:05:52","Shot",1336,10,"UCLA",33,"Location 4","Perimeter","Normal","Left","Save","Field Blocker",3,3,NA,-1,5.5,-0.850297056,5.208845513,5.590169944,-0.1798535,"Not Goal"
"1337",1337,"03:45:05:72","03:45:15:72","Shot",1337,10,"UCLA",63,"Off Target","Double Post","Normal","Right","Miss","Contested",1,3,NA,-1,2.5,-0.806811877,2.668658,2.692582404,-0.380506377,"Not Goal"
"1338",1338,"03:45:15:92","03:45:25:92","Shot",1338,10,"UCLA",57,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",4,2,NA,-2,4.5,-1.546733483,4.304927388,4.924428901,-0.41822433,"Goal"
"1339",1339,"03:45:26:12","03:45:36:12","Shot",1339,11,"Pacific",23,"Location 4","6 on 5","Normal","Right","Field Block","Field Blocker",3,3,10,2,5.5,2.22958367,5.398284967,5.852349955,0.348771004,"Not Goal"
"1340",1340,"03:45:36:32","03:45:46:32","Shot",1340,10,"UC Davis",58,"Location 4","Perimeter","Normal","Left","Save","Blocker at Distance",2,4,NA,-3,4.5,-2.710003033,4.727615838,5.408326913,-0.588002604,"Not Goal"
"1341",1341,"03:45:46:52","03:45:56:52","Shot",1341,11,"Pacific",52,"Location 4","6 on 5","Normal","Left","Miss","Field Blocker",1,3,12,-3,2.5,-3.038686568,2.919851693,3.905124838,-0.876058051,"Not Goal"
"1342",1342,"03:45:56:72","03:46:06:72","Shot",1342,10,"UC Davis",31,"Location 2","Direct","Normal","Right","Miss","Field Blocker",1,3,NA,1,5.5,1.267163683,5.612422114,5.590169944,0.1798535,"Not Goal"
"1343",1343,"03:46:06:92","03:46:16:92","Shot",1343,10,"UC Davis",64,"Location 4","Transition","Normal","Right","Goal","Pressured",4,2,NA,1,3.5,0.907320195,3.480498098,3.640054945,0.278299659,"Goal"
"1344",1344,"03:46:17:12","03:46:27:12","Shot",1344,11,"Pacific",69,"Location 1","6 on 5","Normal","Right","Save","Blocker at Distance",3,3,16,-1,4.5,-1.118923271,4.536240147,4.609772229,-0.218668946,"Not Goal"
"1345",1345,"03:46:27:32","03:46:37:32","Shot",1345,10,"UC Davis",55,"Location 2","Perimeter","Lob","Right","Miss","Field Blocker",1,4,NA,-3,3.5,-3.364827887,3.977855736,4.609772229,-0.708626272,"Not Goal"
"1346",1346,"03:46:37:52","03:46:47:52","Shot",1346,10,"UC Davis",66,"Location 4","First Wave","Normal","Right","Goal","Pressured",4,2,NA,-1,3.5,-1.458741936,3.080940562,3.640054945,-0.278299659,"Goal"
"1347",1347,"03:46:47:73","03:46:57:73","Shot",1347,11,"Pacific",55,"Location 4","Perimeter","Skip","Left","Goal","Blocker at Distance",3,3,12,-3,3.5,-3.414008535,3.716762931,4.609772229,-0.708626272,"Goal"
"1348",1348,"03:46:57:93","03:47:07:93","Shot",1348,10,"UC Davis",63,"Location 4","Quick","Normal","Right","Goal","Pressured",5,1,NA,-1,2.5,-0.789646908,2.755001089,2.692582404,-0.380506377,"Goal"
"1349",1349,"03:47:08:13","03:47:18:13","Shot",1349,11,"Pacific",13,"Location 4","6 on 5","Normal","Right","Goal","Field Blocker",3,3,8,2,2.5,1.640842956,2.845358507,3.201562119,0.674740942,"Goal"
"1350",1350,"03:47:18:33","03:47:27:95","Shot",1350,10,"UC Davis",35,"Location 4","Direct","Lob","Right","Miss","Field Blocker",1,4,NA,0,6.5,0.458993263,6.382580221,6.5,0,"Not Goal"
"1351",1351,"03:47:27:95","03:47:37:58","Shot",1351,11,"Pacific",202,"Off Target","End Quarter","Normal","Right","Miss","Other",1,5,20,3,1,2.816377882,1.420641333,3.16227766,1.249045772,"Not Goal"
"1352",1352,"03:47:37:78","03:47:47:78","Shot",1352,10,"UC Davis",54,"Location 4","Perimeter","Normal","Right","Goal","Field Blocker",2,3,NA,-2,3.5,-2.28384702,3.563034487,4.031128874,-0.519146114,"Goal"
"1353",1353,"03:47:47:98","03:47:57:98","Shot",1353,10,"UC Davis",57,"Location 2","6 on 4","Normal","Left","Goal","Field Blocker",4,2,NA,-2,4.5,-2.409762025,4.284938161,4.924428901,-0.41822433,"Goal"
"1354",1354,"03:47:58:18","03:48:08:18","Shot",1354,11,"Pacific",4,"Location 2","6 on 5","Normal","Right","Miss","Pressured",1,2,3,1,1,1.041508579,1.336611216,1.414213562,0.785398163,"Not Goal"
"1355",1355,"03:48:08:38","03:48:18:38","Shot",1355,10,"UC Davis",63,"Location 2","Center","Normal","Right","Goal","Field Blocker",4,2,NA,-1,2.5,-1.090034204,2.563837765,2.692582404,-0.380506377,"Goal"
"1356",1356,"03:48:18:58","03:48:28:58","Shot",1356,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",3,3,11,0,5.5,0.49967562,5.593846933,5.5,0,"Goal"
"1357",1357,"03:48:28:78","03:48:38:78","Shot",1357,10,"UC Davis",64,"Location 2","Center","Normal","Right","Goal","Contested",4,2,NA,1,3.5,0.531577146,3.592907304,3.640054945,0.278299659,"Goal"
"1358",1358,"03:48:38:99","03:48:48:99","Shot",1358,10,"UC Davis",41,"Location 2","Perimeter","Normal","Left","Miss","Field Blocker",1,4,NA,-2,5.5,-1.565859386,5.656348962,5.852349955,-0.348771004,"Not Goal"
"1359",1359,"03:48:49:19","03:48:59:19","Shot",1359,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",3,3,11,0,5.5,0.420929907,5.882024016,5.5,0,"Goal"
"1360",1360,"03:48:59:39","03:49:09:39","Shot",1360,11,"Pacific",7,"Location 4","6 on 4","Normal","Left","Miss","Field Blocker",1,2,12,-2,1,-1.637189248,1.466615518,2.236067977,-1.107148718,"Not Goal"
"1361",1361,"03:49:09:59","03:49:19:59","Shot",1361,10,"UC Davis",55,"Location 2","Perimeter","Normal","Right","Save","Contested",2,4,NA,-3,3.5,-3.429073412,3.600752591,4.609772229,-0.708626272,"Not Goal"
"1362",1362,"03:49:19:79","03:49:29:79","Shot",1362,11,"Pacific",41,"Location 5","Perimeter","Skip","Left","New Clock","Field Blocker",2,4,12,-2,5.5,-1.750998065,5.227758511,5.852349955,-0.348771004,"Not Goal"
"1363",1363,"03:49:29:99","03:49:39:99","Shot",1363,11,"Pacific",63,"Location 4","Post up","Normal","Right","Goal","Field Blocker",4,2,8,-1,2.5,-0.61065291,2.107754861,2.692582404,-0.380506377,"Goal"
"1364",1364,"03:49:40:19","03:49:50:19","Shot",1364,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Field Block","Field Blocker",3,3,20,0,5.5,-0.424765072,5.587700394,5.5,0,"Not Goal"
"1365",1365,"03:49:50:39","03:50:00:39","Shot",1365,10,"UC Davis",33,"Location 4","Perimeter","Normal","Right","New Clock","Field Blocker",2,4,NA,-1,5.5,-1.244184071,5.517463081,5.590169944,-0.1798535,"Not Goal"
